WORK_CATEGORY,ACTIVITY_NAME,STATE_NAME,HOUSE_OF_PARLIAMENT,IDA_NAME,TENURE,MP_NAME,WORK_DESCRIPTION,RECOMMENDATION_DATE,RECOMMENDED_AMOUNT,FLAG,CONSTITUENCY_ID,WORK_STAGE,LETTER_NO,SANCTION_AMOUNT,Sno,CONSTITUENCY,WORK_RECOMMENDATION_DTL_ID,FILE_STATUS,TENURE_START_DATE,TENURE_END_DATE,ATTACH_ID,SANCTION_DATE,Total_Amt,WORK_ID,ACTUAL_AMOUNT,ACTUAL_END_DATE,AVERAGE_RATING,VENDOR_NAME,VENDOR_ID,IA_NAME,FUND_DISBURSED_AMT,WORK_STATUS,days_to_sanction,days_since_recommendation,days_to_complete,is_completed_flag,SANCTION_FY,RECOMMENDATION_FY,FY,RECIPIENT_TYPE,IS_TRIBAL_TRUST,IS_SC_AREA,IS_ST_AREA,rule_violations,rule_score,cost_anomaly_score,cost_anomaly_flag,cost_anomaly_method,category_median,category_sample_size,cost_anomaly_reason,is_duplicate_candidate,duplicate_candidate_score,risk_index,primary_anchors,signal_type_count,tier_level,is_tier2,tier_promotion_reason
Normal/Others,"NA-Construction of roads, link roads, pathways or any other road with or without drainage system",Maharashtra,2.0,DISTRICT_C(DISTRICT COLLECTOR DISTRICT_C_IDA),18th Lok Sabha,MP_18LS_03 (Metro Center),"Road concreting, drainage line and other works at the Pune headquarters of the State Level Cooperative Union in Pune Lok Sabha constituency.",2026-02-19,2500000.0,1.0,255.0,Pending for Sanction,LN/MP18129/2025-2026/67,2500000.0,66.0,Constituency_C (Metropolitan Powerhouse),269695.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,199,,False,,2025-26,2025-26,Government Agency,False,,,"[{'rule_id': 'R2', 'description': 'No sanction and no rejection recorded 45+ days after recommendation', 'weight': 10}, {'rule_id': 'D1', 'description': 'Sanction amount is a statistical outlier (beyond 1.5x IQR) for its work category', 'weight': 15}]",25,,False,not_evaluated,,0,,False,0.0,62.5,['COST_OUTLIER'],1,Tier 1 (Operational Watchlist),False,Operational Watchlist: Peer Cost Outlier (>1.5x IQR / Isolation Forest); Operational Backlog: Pending sanction >45d (199d)
Normal/Others,NA-Construction of community centers and community halls,Maharashtra,2.0,DISTRICT_C(DISTRICT COLLECTOR DISTRICT_C_IDA),18th Lok Sabha,MP_18LS_03 (Metro Center),"Construction of a Sabhamandap (assembly hall) in front of Ganesh Vitthal Rukmini Temple, Jai Bhavani Nagar, Kothrud.",2026-03-28,1000000.0,1.0,255.0,Pending for Sanction,LN/MP18129/2025-2026/68,1000000.0,67.0,Constituency_C (Metropolitan Powerhouse),276448.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,162,,False,,2025-26,2025-26,Government Agency,False,,,"[{'rule_id': 'R2', 'description': 'No sanction and no rejection recorded 45+ days after recommendation', 'weight': 10}]",10,,False,not_evaluated,,0,,False,0.0,25.0,[],0,Tier 1 (Operational Watchlist),False,Operational Watchlist: Operational Backlog: Pending sanction >45d (162d)
Normal/Others,NA-Construction of buildings for community cultural activities,Maharashtra,2.0,DISTRICT_C(DISTRICT COLLECTOR DISTRICT_C_IDA),18th Lok Sabha,MP_18LS_03 (Metro Center),"Construction of a cultural building at Gadi Adda, Khadki, Laxmi Mata Colony.",2026-03-28,1500000.0,1.0,255.0,Pending for Sanction,LN/MP18129/2025-2026/69,1500000.0,68.0,Constituency_C (Metropolitan Powerhouse),276453.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,162,,False,,2025-26,2025-26,Government Agency,False,,,"[{'rule_id': 'R2', 'description': 'No sanction and no rejection recorded 45+ days after recommendation', 'weight': 10}]",10,,False,not_evaluated,,0,,False,0.0,25.0,[],0,Tier 1 (Operational Watchlist),False,Operational Watchlist: Operational Backlog: Pending sanction >45d (162d)
Normal/Others,NA-Construction of community centers and community halls,Maharashtra,2.0,DISTRICT_C(DISTRICT COLLECTOR DISTRICT_C_IDA),18th Lok Sabha,MP_18LS_03 (Metro Center),"Construction of a community hall at Naregal Math, Wadarwadi.",2026-03-28,1000000.0,1.0,255.0,Pending for Sanction,LN/MP18129/2025-2026/70,1000000.0,69.0,Constituency_C (Metropolitan Powerhouse),276455.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,162,,False,,2025-26,2025-26,Government Agency,False,,,"[{'rule_id': 'R2', 'description': 'No sanction and no rejection recorded 45+ days after recommendation', 'weight': 10}]",10,,False,not_evaluated,,0,,False,0.0,25.0,[],0,Tier 1 (Operational Watchlist),False,Operational Watchlist: Operational Backlog: Pending sanction >45d (162d)
Normal/Others,NA-Construction of community centers and community halls,Maharashtra,2.0,DISTRICT_C(DISTRICT COLLECTOR DISTRICT_C_IDA),18th Lok Sabha,MP_18LS_03 (Metro Center),"Installation of flooring in the Vetal Baba Maharaj Community Hall, Gokhalenagar.",2026-03-28,1000000.0,1.0,255.0,Pending for Sanction,LN/MP18129/2025-2026/71,1000000.0,70.0,Constituency_C (Metropolitan Powerhouse),276457.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,162,,False,,2025-26,2025-26,Government Agency,False,,,"[{'rule_id': 'R2', 'description': 'No sanction and no rejection recorded 45+ days after recommendation', 'weight': 10}]",10,,False,not_evaluated,,0,,False,0.0,25.0,[],0,Tier 1 (Operational Watchlist),False,Operational Watchlist: Operational Backlog: Pending sanction >45d (162d)
Normal/Others,NA-Construction of community centers and community halls,Maharashtra,2.0,DISTRICT_C(DISTRICT COLLECTOR DISTRICT_C_IDA),18th Lok Sabha,MP_18LS_03 (Metro Center),"Construction of a community hall at Wadar Samaj Jeevan Pratishthan, Gokhalenagar.",2026-03-28,1500000.0,1.0,255.0,Pending for Sanction,LN/MP18129/2025-2026/72,1500000.0,71.0,Constituency_C (Metropolitan Powerhouse),276465.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,162,,False,,2025-26,2025-26,Government Agency,False,,,"[{'rule_id': 'R2', 'description': 'No sanction and no rejection recorded 45+ days after recommendation', 'weight': 10}]",10,,False,not_evaluated,,0,,False,0.0,25.0,[],0,Tier 1 (Operational Watchlist),False,Operational Watchlist: Operational Backlog: Pending sanction >45d (162d)
Normal/Others,NA-Construction of community centers and community halls,Maharashtra,2.0,DISTRICT_C(DISTRICT COLLECTOR DISTRICT_C_IDA),18th Lok Sabha,MP_18LS_03 (Metro Center),"Construction of a community hall at Gavali Wada Samaj Mandal, Khadki.",2026-03-28,1500000.0,1.0,255.0,Pending for Sanction,LN/MP18129/2025-2026/73,1500000.0,72.0,Constituency_C (Metropolitan Powerhouse),276466.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,162,,False,,2025-26,2025-26,Government Agency,False,,,"[{'rule_id': 'R2', 'description': 'No sanction and no rejection recorded 45+ days after recommendation', 'weight': 10}]",10,,False,not_evaluated,,0,,False,0.0,25.0,[],0,Tier 1 (Operational Watchlist),False,Operational Watchlist: Operational Backlog: Pending sanction >45d (162d)
Normal/Others,NA-Construction of buildings for multi-gym,Maharashtra,2.0,DISTRICT_C(DISTRICT COLLECTOR DISTRICT_C_IDA),18th Lok Sabha,MP_18LS_03 (Metro Center),"Rebuild the gymnasium at shukrwar Peth, Khadki Police Lines.",2026-03-28,2000000.0,1.0,255.0,Pending for Sanction,LN/MP18129/2025-2026/74,2000000.0,73.0,Constituency_C (Metropolitan Powerhouse),276468.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,162,,False,,2025-26,2025-26,Government Agency,False,,,"[{'rule_id': 'R2', 'description': 'No sanction and no rejection recorded 45+ days after recommendation', 'weight': 10}]",10,,False,not_evaluated,,0,,False,0.0,25.0,[],0,Tier 1 (Operational Watchlist),False,Operational Watchlist: Operational Backlog: Pending sanction >45d (162d)
Normal/Others,"NA-Construction of roads, link roads, pathways or any other road with or without drainage system",Maharashtra,2.0,DISTRICT_C(DISTRICT COLLECTOR DISTRICT_C_IDA),18th Lok Sabha,MP_18LS_03 (Metro Center),"Development at Bhelkenagar Chowk, Kothrud",2026-03-28,1000000.0,1.0,255.0,Pending for Sanction,LN/MP18129/2025-2026/75,1000000.0,74.0,Constituency_C (Metropolitan Powerhouse),276527.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,162,,False,,2025-26,2025-26,Government Agency,False,,,"[{'rule_id': 'R2', 'description': 'No sanction and no rejection recorded 45+ days after recommendation', 'weight': 10}]",10,,False,not_evaluated,,0,,False,0.0,25.0,[],0,Tier 1 (Operational Watchlist),False,Operational Watchlist: Operational Backlog: Pending sanction >45d (162d)
Normal/Others,NA-Installation of fixed garden gym equipment,Maharashtra,2.0,DISTRICT_C(DISTRICT COLLECTOR DISTRICT_C_IDA),18th Lok Sabha,MP_18LS_03 (Metro Center),"Installation of gym equipment, play equipment, and seating arrangements at the completed sections of the river improvement project between Sangamwadi Bridge and Bund Garden in the Pune Lok Sabha constituency.",2026-07-24,5000000.0,1.0,255.0,Pending for Sanction,LN/MP18129/2026-2027/76,5000000.0,75.0,Constituency_C (Metropolitan Powerhouse),298611.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,44,,False,,2026-27,2026-27,Government Agency,False,,,"[{'rule_id': 'D1', 'description': 'Sanction amount is a statistical outlier (beyond 1.5x IQR) for its work category', 'weight': 15}]",15,,False,not_evaluated,,0,,True,0.88,52.65,['COST_OUTLIER'],2,Tier 2 (Actionable Red Flag),True,Actionable Red Flag: Corroborated by 2 independent signals [COST_OUTLIER + DUPLICATE_WORK_OVERLAP] -> Peer Cost Outlier (>1.5x IQR / Isolation Forest); Semantic Overlap: High text & parameter similarity (Score: 0.88)
Normal/Others,NA-Installation of fixed garden gym equipment,Maharashtra,2.0,DISTRICT_C(DISTRICT COLLECTOR DISTRICT_C_IDA),18th Lok Sabha,MP_18LS_03 (Metro Center),"Installation of gym equipment, play equipment, and seating arrangements at the completed sections of the river improvement project between Bund Garden Bridge and Mundhwa in the Pune Lok Sabha constituency.",2026-07-24,5000000.0,1.0,255.0,Pending for Sanction,LN/MP18129/2026-2027/77,5000000.0,76.0,Constituency_C (Metropolitan Powerhouse),298616.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,44,,False,,2026-27,2026-27,Government Agency,False,,,"[{'rule_id': 'D1', 'description': 'Sanction amount is a statistical outlier (beyond 1.5x IQR) for its work category', 'weight': 15}]",15,,False,not_evaluated,,0,,True,0.88,52.65,['COST_OUTLIER'],2,Tier 2 (Actionable Red Flag),True,Actionable Red Flag: Corroborated by 2 independent signals [COST_OUTLIER + DUPLICATE_WORK_OVERLAP] -> Peer Cost Outlier (>1.5x IQR / Isolation Forest); Semantic Overlap: High text & parameter similarity (Score: 0.88)
Normal/Others,"NA-Construction of roads, link roads, pathways or any other road with or without drainage system",Maharashtra,2.0,DISTRICT_C(DISTRICT COLLECTOR DISTRICT_C_IDA),18th Lok Sabha,MP_18LS_03 (Metro Center),"Road-related works at Dhor Galli, Ganesh Peth, within the Pune Lok Sabha constituency.
",2026-07-24,1500000.0,1.0,255.0,Pending for Sanction,LN/MP18129/2026-2027/78,1500000.0,77.0,Constituency_C (Metropolitan Powerhouse),298620.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,44,,False,,2026-27,2026-27,Government Agency,False,,,[],0,,False,not_evaluated,,0,,False,0.0,0.0,[],0,Clean,False,No anomalies detected
Normal/Others,"NA-Construction of roads, link roads, pathways or any other road with or without drainage system",Maharashtra,2.0,DISTRICT_C(DISTRICT COLLECTOR DISTRICT_C_IDA),18th Lok Sabha,MP_18LS_03 (Metro Center),"Execution of concreting and other works on Municipal Corporation land at Kishkindanagar, Kothrud, within the Pune Lok Sabha constituency. ",2026-07-24,1500000.0,1.0,255.0,Pending for Sanction,LN/MP18129/2026-2027/79,1500000.0,78.0,Constituency_C (Metropolitan Powerhouse),298624.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,44,,False,,2026-27,2026-27,Government Agency,False,,,[],0,,False,not_evaluated,,0,,False,0.0,0.0,[],0,Clean,False,No anomalies detected
Normal/Others,NA-Construction of common work sheds/ common covered sitting area,Maharashtra,2.0,DISTRICT_C(DISTRICT COLLECTOR DISTRICT_C_IDA),18th Lok Sabha,MP_18LS_03 (Metro Center),"Erection of a meeting pavilion on Municipal Corporation land at Shanipar Mandal, Kavathe Adda, within the Pune Lok Sabha constituency.",2026-07-24,2500000.0,1.0,255.0,Pending for Sanction,LN/MP18129/2026-2027/80,2500000.0,79.0,Constituency_C (Metropolitan Powerhouse),298634.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,44,,False,,2026-27,2026-27,Government Agency,False,,,"[{'rule_id': 'D1', 'description': 'Sanction amount is a statistical outlier (beyond 1.5x IQR) for its work category', 'weight': 15}]",15,,False,not_evaluated,,0,,True,0.826,51.03,['COST_OUTLIER'],2,Tier 2 (Actionable Red Flag),True,Actionable Red Flag: Corroborated by 2 independent signals [COST_OUTLIER + DUPLICATE_WORK_OVERLAP] -> Peer Cost Outlier (>1.5x IQR / Isolation Forest); Semantic Overlap: High text & parameter similarity (Score: 0.83)
Normal/Others,NA-Construction of common work sheds/ common covered sitting area,Maharashtra,2.0,DISTRICT_C(DISTRICT COLLECTOR DISTRICT_C_IDA),18th Lok Sabha,MP_18LS_03 (Metro Center),"Erection of a meeting pavilion on the Municipal Corporation's land at Hamal Talim, Bhavani Peth, within the Pune Lok Sabha constituency.",2026-07-24,2500000.0,1.0,255.0,Pending for Sanction,LN/MP18129/2026-2027/81,2500000.0,80.0,Constituency_C (Metropolitan Powerhouse),298635.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,44,,False,,2026-27,2026-27,Government Agency,False,,,"[{'rule_id': 'D1', 'description': 'Sanction amount is a statistical outlier (beyond 1.5x IQR) for its work category', 'weight': 15}]",15,,False,not_evaluated,,0,,True,0.826,51.03,['COST_OUTLIER'],2,Tier 2 (Actionable Red Flag),True,Actionable Red Flag: Corroborated by 2 independent signals [COST_OUTLIER + DUPLICATE_WORK_OVERLAP] -> Peer Cost Outlier (>1.5x IQR / Isolation Forest); Semantic Overlap: High text & parameter similarity (Score: 0.83)
Normal/Others,NA-Construction of footpaths and pedestrian ways,Maharashtra,2.0,DISTRICT_C(DISTRICT COLLECTOR DISTRICT_C_IDA),18th Lok Sabha,MP_18LS_03 (Metro Center),"Construction of a footpath on Municipal Corporation land at Airport Road, near Yerwada Post Office  within the Pune Lok Sabha constituency.",2026-07-24,1000000.0,1.0,255.0,Pending for Sanction,LN/MP18129/2026-2027/82,1000000.0,81.0,Constituency_C (Metropolitan Powerhouse),298637.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,44,,False,,2026-27,2026-27,Government Agency,False,,,[],0,,False,not_evaluated,,0,,False,0.0,0.0,[],0,Clean,False,No anomalies detected
Normal/Others,NA-Construction of community centers and community halls,Maharashtra,2.0,DISTRICT_C(DISTRICT COLLECTOR DISTRICT_C_IDA),18th Lok Sabha,MP_18LS_03 (Metro Center),"Construction of a community hall at Maharashtra Housing Board, Yerwada, near Genba Sopanrao Moze School and Praful Nagar Chowk in the Pune Lok Sabha constituency. ",2026-07-24,5000000.0,1.0,255.0,Pending for Sanction,LN/MP18129/2026-2027/83,5000000.0,82.0,Constituency_C (Metropolitan Powerhouse),298654.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,44,,False,,2026-27,2026-27,Government Agency,False,,,"[{'rule_id': 'D1', 'description': 'Sanction amount is a statistical outlier (beyond 1.5x IQR) for its work category', 'weight': 15}]",15,,False,not_evaluated,,0,,False,0.0,37.5,['COST_OUTLIER'],1,Tier 1 (Operational Watchlist),False,Operational Watchlist: Peer Cost Outlier (>1.5x IQR / Isolation Forest)
Normal/Others,NA-Construction of boundary walls of existing public and community buildings,Maharashtra,2.0,DISTRICT_C(DISTRICT COLLECTOR DISTRICT_C_IDA),18th Lok Sabha,MP_18LS_03 (Metro Center),Construction of a boundary wall and execution of other works at the community center in Phule Nagar (near the Yerwada terminus) within the Pune Lok Sabha constituency. ,2026-07-24,2000000.0,1.0,255.0,Pending for Sanction,LN/MP18129/2026-2027/84,2000000.0,83.0,Constituency_C (Metropolitan Powerhouse),298674.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,44,,False,,2026-27,2026-27,Government Agency,False,,,[],0,,False,not_evaluated,,0,,False,0.0,0.0,[],0,Clean,False,No anomalies detected
Normal/Others,NA-Construction of community centers and community halls,Maharashtra,2.0,DISTRICT_C(DISTRICT COLLECTOR DISTRICT_C_IDA),18th Lok Sabha,MP_18LS_03 (Metro Center),"Construction of a community center on the PMC-owned plot at Parvati Paytha, within the Pune Lok Sabha constituency, by Mahendra Mitra Mandal.",2026-07-24,2500000.0,1.0,255.0,Pending for Sanction,LN/MP18129/2026-2027/85,2500000.0,84.0,Constituency_C (Metropolitan Powerhouse),298678.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,44,,False,,2026-27,2026-27,Government Agency,False,,,"[{'rule_id': 'D1', 'description': 'Sanction amount is a statistical outlier (beyond 1.5x IQR) for its work category', 'weight': 15}]",15,,False,not_evaluated,,0,,False,0.0,37.5,['COST_OUTLIER'],1,Tier 1 (Operational Watchlist),False,Operational Watchlist: Peer Cost Outlier (>1.5x IQR / Isolation Forest)
Normal/Others,NA-Construction of footpaths and pedestrian ways,Maharashtra,2.0,DISTRICT_C(DISTRICT COLLECTOR DISTRICT_C_IDA),18th Lok Sabha,MP_18LS_03 (Metro Center),"Development of a footpath on Municipal Corporation land at Rana Pratishthan, Bhairavnath Nagar, Dhanori, within the Pune Lok Sabha constituency.",2026-07-25,1000000.0,1.0,255.0,Pending for Sanction,LN/MP18129/2026-2027/86,1000000.0,85.0,Constituency_C (Metropolitan Powerhouse),298879.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,43,,False,,2026-27,2026-27,Government Agency,False,,,[],0,,False,not_evaluated,,0,,False,0.0,0.0,[],0,Clean,False,No anomalies detected
Normal/Others,NA-Construction of road under bridge,Maharashtra,2.0,DISTRICT_C(DISTRICT COLLECTOR DISTRICT_C_IDA),18th Lok Sabha,MP_18LS_03 (Metro Center),Laying paving blocks and concreting on Municipal Corporation land under the bridge opposite the Navagraha Shani Temple in the Pune Lok Sabha constituency.,2026-07-25,1000000.0,1.0,255.0,Pending for Sanction,LN/MP18129/2026-2027/87,1000000.0,86.0,Constituency_C (Metropolitan Powerhouse),298880.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,43,,False,,2026-27,2026-27,Government Agency,False,,,[],0,,False,not_evaluated,,0,,False,0.0,0.0,[],0,Clean,False,No anomalies detected
Normal/Others,NA-Construction of public libraries and reading rooms,Maharashtra,2.0,DISTRICT_C(DISTRICT COLLECTOR DISTRICT_C_IDA),18th Lok Sabha,MP_18LS_03 (Metro Center),Construction of a library building on Municipal Corporation land at Dattawadi in the Pune Lok Sabha constituency. (SC),2026-07-25,1000000.0,1.0,255.0,Pending for Sanction,LN/MP18129/2026-2027/88,1000000.0,87.0,Constituency_C (Metropolitan Powerhouse),298891.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,43,,False,,2026-27,2026-27,Government Agency,False,,,[],0,,False,not_evaluated,,0,,True,0.821,24.63,[],1,Tier 1 (Operational Watchlist),False,Operational Watchlist: Semantic Overlap: High text & parameter similarity (Score: 0.82)
Normal/Others,NA-Construction of footpaths and pedestrian ways,Maharashtra,2.0,DISTRICT_C(DISTRICT COLLECTOR DISTRICT_C_IDA),18th Lok Sabha,MP_18LS_03 (Metro Center),"Development of a footpath at Rambag Colony, Kothrud, within the Pune Lok Sabha constituency.",2026-07-25,1000000.0,1.0,255.0,Pending for Sanction,LN/MP18129/2026-2027/89,1000000.0,88.0,Constituency_C (Metropolitan Powerhouse),298892.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,43,,False,,2026-27,2026-27,Government Agency,False,,,[],0,,False,not_evaluated,,0,,False,0.0,0.0,[],0,Clean,False,No anomalies detected
Normal/Others,NA-Construction of public libraries and reading rooms,Maharashtra,2.0,DISTRICT_C(DISTRICT COLLECTOR DISTRICT_C_IDA),18th Lok Sabha,MP_18LS_03 (Metro Center),"Construction of a library building on Municipal Corporation land at Shivtej Mitra Mandal, Navi Peth, within the Pune Lok Sabha constituency.",2026-07-25,1000000.0,1.0,255.0,Pending for Sanction,LN/MP18129/2026-2027/90,1000000.0,89.0,Constituency_C (Metropolitan Powerhouse),298893.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,43,,False,,2026-27,2026-27,Government Agency,False,,,[],0,,False,not_evaluated,,0,,True,0.821,24.63,[],1,Tier 1 (Operational Watchlist),False,Operational Watchlist: Semantic Overlap: High text & parameter similarity (Score: 0.82)
Normal/Others,NA-Construction of public libraries and reading rooms,Maharashtra,2.0,DISTRICT_C(DISTRICT COLLECTOR DISTRICT_C_IDA),18th Lok Sabha,MP_18LS_03 (Metro Center),Construction of a library on Municipal Corporation land at Shivdarshan-Parvati by the Sangharsh Pratishthan within the Pune Lok Sabha constituency.,2026-07-25,1000000.0,1.0,255.0,Pending for Sanction,LN/MP18129/2026-2027/91,1000000.0,90.0,Constituency_C (Metropolitan Powerhouse),298895.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,43,,False,,2026-27,2026-27,Government Agency,False,,,[],0,,False,not_evaluated,,0,,True,0.811,24.33,[],1,Tier 1 (Operational Watchlist),False,Operational Watchlist: Semantic Overlap: High text & parameter similarity (Score: 0.81)
Normal/Others,NA-Construction of bus-sheds or bus-stops,Maharashtra,2.0,DISTRICT_C(DISTRICT COLLECTOR DISTRICT_C_IDA),18th Lok Sabha,MP_18LS_03 (Metro Center),Construction of a new main bus station at Lohgaon in the Pune Lok Sabha constituency.,2026-07-25,1000000.0,1.0,255.0,Pending for Sanction,LN/MP18129/2026-2027/92,1000000.0,91.0,Constituency_C (Metropolitan Powerhouse),298897.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,43,,False,,2026-27,2026-27,Government Agency,False,,,[],0,,False,not_evaluated,,0,,False,0.0,0.0,[],0,Clean,False,No anomalies detected
Normal/Others,NA-Construction of public toilets and bathrooms,Maharashtra,2.0,DISTRICT_C(DISTRICT COLLECTOR DISTRICT_C_IDA),18th Lok Sabha,MP_18LS_03 (Metro Center),"Construction of a Sulabh toilet on Municipal Corporation land at the main bus stand in Lohgaon, within the Pune Lok Sabha constituency.",2026-07-25,1000000.0,1.0,255.0,Pending for Sanction,LN/MP18129/2026-2027/93,1000000.0,92.0,Constituency_C (Metropolitan Powerhouse),298899.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,43,,False,,2026-27,2026-27,Government Agency,False,,,[],0,,False,not_evaluated,,0,,False,0.0,0.0,[],0,Clean,False,No anomalies detected
Normal/Others,"NA-Construction of rooms and facilities for hospitals, FWC , PHC Centers and ANM centers",Maharashtra,2.0,DISTRICT_C(DISTRICT COLLECTOR DISTRICT_C_IDA),18th Lok Sabha,MP_18LS_03 (Metro Center),"Construction of a well-equipped waiting area for mental health patients and their relatives at the Government of Maharashtra's Regional Mental Hospital, Yerwada, Pune-06, within the Pune Lok Sabha constituency.",2026-07-25,1000000.0,1.0,255.0,Pending for Sanction,LN/MP18129/2026-2027/94,1000000.0,93.0,Constituency_C (Metropolitan Powerhouse),298901.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,43,,False,,2026-27,2026-27,Government Agency,False,,,[],0,,False,not_evaluated,,0,,False,0.0,0.0,[],0,Clean,False,No anomalies detected
Normal/Others,"NA-Construction of roads, link roads, pathways or any other road with or without drainage system",Maharashtra,2.0,DISTRICT_C(DISTRICT COLLECTOR DISTRICT_C_IDA),18th Lok Sabha,MP_18LS_03 (Metro Center),"Execution of drainage line, cement concreting, and other works within the limits of the Khadki Cantonment Board in the Pune Lok Sabha constituency. ",2026-08-13,2500000.0,1.0,255.0,Pending for Sanction,LN/MP18129/2026-2027/95,2500000.0,94.0,Constituency_C (Metropolitan Powerhouse),303742.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,24,,False,,2026-27,2026-27,Government Agency,False,,,"[{'rule_id': 'D1', 'description': 'Sanction amount is a statistical outlier (beyond 1.5x IQR) for its work category', 'weight': 15}]",15,,False,not_evaluated,,0,,False,0.0,37.5,['COST_OUTLIER'],1,Tier 1 (Operational Watchlist),False,Operational Watchlist: Peer Cost Outlier (>1.5x IQR / Isolation Forest)
Normal/Others,NA-Construction of common work sheds/ common covered sitting area,Maharashtra,2.0,DISTRICT_C(DISTRICT COLLECTOR DISTRICT_C_IDA),18th Lok Sabha,MP_18LS_03 (Metro Center),"Erection of a meeting pavilion on Municipal Corporation land at Hingne Home Colony, Kothrud, Pune 52, within the Pune Lok Sabha constituency.",2026-08-13,2000000.0,1.0,255.0,Pending for Sanction,LN/MP18129/2026-2027/96,2000000.0,95.0,Constituency_C (Metropolitan Powerhouse),303745.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,24,,False,,2026-27,2026-27,Government Agency,False,,,[],0,,False,not_evaluated,,0,,True,0.777,23.31,[],1,Tier 1 (Operational Watchlist),False,Operational Watchlist: Semantic Overlap: High text & parameter similarity (Score: 0.78)
Normal/Others,NA-Development of playfields and sports grounds,Maharashtra,2.0,DISTRICT_C(DISTRICT COLLECTOR DISTRICT_C_IDA),18th Lok Sabha,MP_18LS_03 (Metro Center),Installation of a modern jogging track and open-gym equipment at the Late Pandurang Laxman Pathare Sports Ground in Kharadi (within the Pune Lok Sabha constituency and Municipal Corporation area).,2026-08-13,2500000.0,1.0,255.0,Pending for Sanction,LN/MP18129/2026-2027/97,2500000.0,96.0,Constituency_C (Metropolitan Powerhouse),303753.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,24,,False,,2026-27,2026-27,Government Agency,False,,,"[{'rule_id': 'D1', 'description': 'Sanction amount is a statistical outlier (beyond 1.5x IQR) for its work category', 'weight': 15}]",15,,False,not_evaluated,,0,,False,0.0,37.5,['COST_OUTLIER'],1,Tier 1 (Operational Watchlist),False,Operational Watchlist: Peer Cost Outlier (>1.5x IQR / Isolation Forest)
